,vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
4284,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.04,全職,臺南,,,,,,,非常開心,常常加班,12 hr,2,0,其實要看廠看老闆跟看...,可能要想清楚自己想要...
4285,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2021.01.02,全職,臺南,,,,,,,平常心,賣肝拼經濟,12 hr,1,0,負責製程產線上的維持...,能夠在世界第一的晶圓...
4286,蝕刻設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.31,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,12 hr,4,0,黃光蝕刻設備很累，真...,如果進來當設備工程師...
4287,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.31,全職,新竹,,,,,,,有苦說不出,常常加班,12 hr,1,0,"修機台, 並有效提升...","會輪班,進無塵室，穿..."
4288,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.29,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,15 hr,1,0,一開始會學系統的東西...,"學長會很樂意教學,但..."
4289,助工,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.29,全職,新竹,,,,,,,有苦說不出,偶爾加班,10 hr,2,0,協助機台保養清潔上潤...,要能接受任何時候on...
4290,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.25,全職,新竹,,,,,,,有苦說不出,常常加班,12 hr,1,0,"早上晨會與大夜交接,...",缺錢的可以來做這份工...
4291,PE,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.25,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,14 hr,1,0,製程工程師呢負責自己...,部分風氣好不好，副理...
4292,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.23,全職,桃園,,,,,,,有苦說不出,偶爾加班,13 hr,2,0,機台操作 晶圓製造 ...,保持專注力要細心的做...
4293,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.18,全職,臺南,,,,,,,想換工作了,常常加班,12 hr,1,0,光罩製程 賣命換錢 ...,不入gg人生gg 要...
4294,秘書(約聘),TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.18,全職,新竹,,,,,,,還算愉快,偶爾加班,10 hr,1,0,部門氣氛佳、事務繁雜...,需能快速跨部門溝通，...
4295,PE,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.17,全職,新竹,,,,,,,有苦說不出,常常加班,12 hr,3,0,工作壓力超大，常常需...,具備非常強大的抗壓性...
4296,製程整合工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.16,全職,桃園,,,,,,,想換工作了,偶爾加班,10 hr,3,0,"產線缺,分客戶帶產品...",產線缺不是說沒有專業...
4297,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.16,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,1,0,光罩模擬 公司福利佳...,建議多了解整個半導體...
4298,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.16,全職,新竹,,,,,,,平常心,偶爾加班,12 hr,3,0,節奏緊湊，剛到職時壓...,台積電不用多說，如果...
4299,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.14,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,13 hr,4,0,每天早上8:30準時...,高工時高壓 不停的調...
4300,製造課長,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.14,全職,新竹,,,,,,,還算愉快,賣肝拼經濟,13 hr,3,0,很累但是錢很多的工作...,建議沒辦法承受高工時...
4301,IT工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.11,全職,新竹,,,,,,,平常心,偶爾加班,9 hr,10,0,目前水準年薪可以輕鬆...,1. 防火牆規則很重...
4302,助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.10,全職,新竹,,,,,,,有苦說不出,偶爾加班,8 hr,2,0,"廠區6S稽核
無塵室...",要能屈能伸，懂得看臉...
4303,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.10,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,14 hr,1,0,想存錢可以來，但要輪...,要碩班學歷，主管喜歡...
4304,IT Engineer,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.10,全職,新竹,,,,,,,平常心,偶爾加班,9 hr,6,0,需要處理一堆雜事 成...,如果偏重IT技術 不...
4305,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.09,全職,新竹,,,,,,,想換工作了,常常加班,12 hr,1,0,工作時間長，每天早上...,想清楚再進來，進來體...
4306,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.09,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,14 hr,1,0,",製程工程師每日任務...",適合給想賺錢的人，高...
4307,資深工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.09,全職,新竹,,,,,,,想換工作了,常常加班,12 hr,4,0,因為薪資偏高，其實不...,台積電是一個很好的大...
4308,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.08,全職,臺中,,,,,,,想換工作了,常常加班,12 hr,1,0,福利其實真的不錯(每...,真的缺錢或是想洗經歷...
4309,製成整合,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.08,全職,臺中,,,,,,,想換工作了,常常加班,11 hr,3,0,常常要自主加班，感覺...,建議缺錢可以過來這邊...
4310,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.08,全職,新竹,,,,,,,平常心,偶爾加班,8 hr,3,0,工作內容分工明確，有...,加班基本上免不了，但...
4311,主任工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.08,全職,新竹,,,,,,,還算愉快,偶爾加班,10 hr,2,0,平常約7點下班，遇到...,遇到好長官很重要，也...
4312,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.07,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,12 hr,2,0,"薪資福利台灣第一
需...",了解自己再決定是否加...
4313,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.06,全職,新竹,,,,,,,平常心,常常加班,12 hr,1,0,工作第一年很精實，上...,如同板上講的資訊，準...
4314,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.05,全職,臺南,,,,,,,平常心,偶爾加班,12 hr,5,0,和客戶溝通，每季都有...,上班不能用line，...
4315,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.04,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,14 hr,1,0,每天加班 超級爆肝 ...,其他人都以為進台積多...
4316,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.03,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,13 hr,11,0,"福利優於勞基法,但每...",建議如果有工作經驗比...
4317,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.03,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,14 hr,7,0,18廠人力缺乏 又不...,有幸能應徵上的話 就...
4318,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.02,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,0,公司伙食還不錯，除了...,缺錢的朋友可以來，工...
4319,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.02,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,1,0,每天都要開晨會，hi...,公司福利好，硬體設備...
4320,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.02,全職,臺南,,,,,,,平常心,常常加班,10 hr,1,0,主管人好溝通，業務量...,大學畢業新鮮人可以進...
4321,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.12.02,全職,臺南,,,,,,,有苦說不出,賣肝拼經濟,12 hr,4,0,事情做完才走 學會H...,雖然蠻累的cp值比上...
4322,實習生,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.27,全職,新竹,,,,,,,平常心,準時上下班,8 hr,1,0,主要幫忙分析影像，能...,建議先進來看過一遍，...
4323,Production Planner,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.26,全職,桃園,,,,,,,平常心,賣肝拼經濟,12 hr,5,0,負責管理出貨達到MP...,工作壓力很大，畢竟這...
4324,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.25,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,12 hr,2,0,設備工程師值班常常忙...,建議進來後把英文練好...
4325,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.25,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,12 hr,4,0,常進線處理事情 壓力...,缺錢再來 但前幾個月...
4326,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.25,全職,臺南,,,,,,,平常心,準時上下班,8 hr,1,0,因我是暑期實習兩個月...,如果是想實習的同學可...
4327,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.24,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,0,跟User過招，尤其...,建議要讀計算機概論，...
4328,IT,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.24,全職,新竹,,,,,,,還算愉快,賣肝拼經濟,12 hr,1,0,跟當兵沒什麼兩樣，主...,第一年薪水蠻低的，不...
4329,製程整合工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.24,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,13 hr,4,0,工時很長，壓力頗大，...,想要賺很多錢又不怕沒...
4330,製程研發工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.23,全職,臺南,,,,,,,有苦說不出,常常加班,10 hr,1,0,依照客戶新產品的設計...,製程研發須具備自我進...
4331,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.22,全職,新竹,,,,,,,還算愉快,常常加班,12 hr,2,0,需要待滿三年才可拿到...,如果有經濟壓力或想短...
4332,Principle Yield Excellence Engineer,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.21,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,14 hr,4,0,"看晶圓Defect
...",台積不會砍人，所以不...
4333,資深工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.20,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,13 hr,8,0,每天開會  分析不完...,年輕缺錢可以來待一下...
4334,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.19,全職,臺南,,,,,,,有苦說不出,賣肝拼經濟,12 hr,9,0,事情一件壓一件，人員...,想賺錢/缺錢來這比較...
4335,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.18,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,10 hr,1,0,是一家很拼命很操勞大...,要進去要有異於常人的...
4336,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.17,全職,臺南,,,,,,,平常心,偶爾加班,9 hr,1,0,工作主要都是在無塵室...,適合刻苦耐勞缺錢的人...
4337,擴散製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.17,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,14 hr,1,0,爆肝工作，盯一整天的...,絕對不是甚麼可以做很...
4338,製程整合,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.17,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,1,0,大家對台積應該都不陌...,如果真的比較缺錢用，...
4339,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.16,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,0,1）維護設備正常運作...,單位很重要，主管想往...
4340,資深工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.16,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,15 hr,7,0,半導體產業龍頭，薪資...,公司制度完善明確，組...
4341,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.15,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,12 hr,2,0,號稱18層地獄的南科...,18廠人一直招不夠，...
4342,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.14,全職,桃園,,,,,,,平常心,常常加班,10 hr,2,0,中午沒有午休 晚餐都...,"不缺錢真的不用來
..."
4343,製造課長,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.14,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,14 hr,3,0,上班就是互相嗨賴，扛...,新人很推薦來走一遭，...
4344,副工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.14,全職,新竹,,,,,,,平常心,偶爾加班,9 hr,10,0,"IT Infra,，...",想清楚再看要不要來，...
4345,RD工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.12,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,0,工作很辛苦，雖然錢多...,新鮮人可以學習速度要...
4346,研發工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.12,全職,新竹,,,,,,,有苦說不出,常常加班,12 hr,1,0,節奏很快，台積精神就...,如果是新人可以來體驗...
4347,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.11,全職,新竹,,,,,,,平常心,偶爾加班,8 hr,4,0,"常日班 
工作穩定...",想要養老 這邊是很好...
4348,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.10,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,13 hr,1,0,工作內容 是在很高壓...,可以來磨練看看的 出...
4349,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.10,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,5,0,"競爭激烈
優秀人才全...","新鮮的肝再來
訓練過..."
4350,作業員,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.07,全職,臺南,,,,,,,有苦說不出,準時上下班,12 hr,1,0,要學的東西很多，當時...,任何工作都是待久了就...
4351,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.05,全職,臺南,,,,,,,有苦說不出,常常加班,12 hr,1,0,有設備出問題就要馬上...,真的很想賺錢的可以來...
4352,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.05,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,10 hr,1,0,ICSD很累，建議收...,福利是真的不錯，而且...
4353,主任工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.05,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,0,研發單位與產線不同的...,如果要轉換跑道的博士...
4354,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.05,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,13 hr,5,0,工作步調快，很常要一...,可以學習抗壓力，評估...
4355,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.05,全職,新竹,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,0,八點半開始交接，原則...,只要學經歷足夠，想賺...
4356,工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.05,全職,新竹,,,,,,,有苦說不出,偶爾加班,10 hr,1,0,不會到壓力很大，但工...,是一間制度完善的公司...
4357,PIE,TSMC_台灣積體電路製造股份有限公司（台積電）,2020.11.04,全職,新竹,,,,,,,想換工作了,賣肝拼經濟,12 hr,5,0,PIE全名為製程整合...,這邊真的不是人待的，...
