,artUrl,likes,comment_num
0,https://mbasic.facebook.com/groups/internlens/permalink/1706843953106124/?refid=18&_ft_=encrypted_tracking_data.0AY8IAtu3S1FV_tN0LuyGur_MFVwYYW2CSkTRjgVr_iEzmNUmjRx31QDM25Sd-TiE9NssZt7YNRv_rq2LdBn0VkV83c9_8n7ZmuVXh7RIbXANXIJttLVeximXWALxxbEW8o4f6SvbKyMcqRRBZzBDhla0LfGO1-AulOd121QJB-fgwRXij3Bd85LDT9aRA-wQSqp28DaiAEvhupZBry_A840pkB4FJ0UMRiWOf-RIeMK80ztSc243KqTjMqlxuYIJLpEuV44H87TD8gddCqrf_Z3iVIURw_s68PVcaTXND5B1FMXK76fELE7r20F042wTVZoYQsGJg0SLnHnRpziTMEcX7T5uiXk_lilXAIT3fmu6OzYi_JWPg7cVDjEjWsMWW_-ZKvyafvvNGj2pztlU7etg7TYhdCz5oXqKqchDCh4uItRUM6dme0_QguegvV1DeG5ASCNCY-g8XX29vaNwcU04ZIXvIi4rvnwELkf2KdXfEzTkhIX_Y2QcEhxFr9nsZYDyxUm1j1GSKCTixY6ltSzMRlaw88YOsnuketgh2_VQ_0qCRkjb8SzOuI8P_RetMIN6GJh-loWzcHl_DQTiTFCFOMulJ66_qCpWkVsShi_0ktkKPkdZbOqwh4H8yxsMLb5S7kETA_hhU99IDrX-QUDw7iOzw5qR1RqVdsoDQAjL9tc6Gz-E20re1UzHbTw0X5BEYRxmT4vZ_4HGdCgfeeAmLhtTOJ4dbPm084QIxSyKO-xg3D25-i-nLIrHfs7TNRN8Dri0J9kJx_0adYJL2VxSXBFAu57suj7K074Q9HV3tYsdNMNWqkV7LzoWPI3O4uiPstbMb31mnIGaVw-iLD97cWqh01YwWPXM67N5Ydkl8ekAI4iuetljHPfsng6EVAf23cfI4JYkYv7nQNHPLTLQwgOqEx64R4_z6VoIkNNrjzMBy2dwQxPgnnNao5Fg0W7xtC7ki1vxuG-fLGKpPz5Ss0mwrsD4ZXAsMHj9ZYNXnOnWasQsN84TV8aXcPQZPfbLvlMpxow3xidRg28drDQkMjiJUR_kpJXZ0i2hHuQt7hpuRWVlU2LC-2QtF5Aa8fUmdO1MrEzw6as8TMUMWmcTB3KKwKc07HjbdlJRxm7Tfwg&__tn__=%2As-R&paipv=0&eav=AfaGsDKIw-wfqCw37rEEXa09udoP_SiyCgUZm70jlssclQugWfqd13Minjf-uDLZ4yc,48,8
1,https://mbasic.facebook.com/groups/internlens/permalink/1707866863003833/?refid=18&_ft_=encrypted_tracking_data.0AY9s0hXxnxeKSNK9sG9Vd3HVDjBFrbE83_4PDZ11V4V2vRPv5UNrImXHPoAlHKqPuRPGJsuyvwwYflVjEz3r4fdkvmSAIeFHdKlhToNEwjAraqGYkgEIgk-nIq-i0IzoIj4Fbd1Kg9UvJMpDwG6wTjc7H9AMZlZYD7c5GzByuv9WJEAqIlK_gLo-bucghJzvqU2yjSc5I5enJcfAGHjTthPJxSRv5WXhLB6j_gYV5JS3bcAHQfIJe0naCOuz54oaEHmOKvsmB0frwTLL36oXLUYPBovjeUjDg2JumetVlMknWXThyct5-PbhMzr58IuNgKYqA7P_rc8NqjpYeBJcsWIprMJjert_Ka9iUHZqjy9LeS6fDhOsIhnCURLId-pfK9KkAiwsUAPDpX0ajxfePhwTWVt5fDD0ZGaWl0bFLdI5pA8Hiqp1YVxjvIE08hS7Ud570CZhO9T9O-VwW2idajGP5xH2W_GPuvXxOvAxZiuguf5-4mS98zYyQ3NVE6dV_w6vFKzjXf_0suDJcZls5LokHA_nlP0XTHvnEhk2eY5SkRiptVZHBG0KsiO02vW2_F6Zj1O3Ne_IuJqO1rWdk3o_njJF6FsZmOwVwZQfXondSOoCb14qlHRheSoMmVtjI8aIAQgBIKxuvOhsILVq8cDw4zKiCB4Kt76YK7mjncBDn8yTJfersoNEt5ALcYQ2B-DKJEAcr5DZUZBoLBqNv0t6zH7autEe76kZ3v03ACsAkxl9tLWNxuEyipPGDGy3SFZjNZFCgu6roF88lmcoE345rujFkJOewkIBRLOMBMHGkvQ34QuAfS9joliZ1dj2fWfc_7TLmlOWmsVrTJNIWlAgT7yJJeaeUfLx-Zt14EAdjJHU0FEby0lwwV-4tCQHx476sRIWSoxiIM0ryevHNXBip41K6N8dDwVXUDwFIhDmpDyWWYBcbuM4sU02Ph6m9BVTZPIERmTNT2zy0KDo8SJ3qiPPbfqWtqy3g1vHp_JbH2q2ONOcGoLOGD_JctRZLHkv0fYscIeWeaYmhjwVmq5NYbZL3HJSHRfWk7B12L9yiNUqRUAoeNHRrm2zp_ebtWc5b18UEts&__tn__=%2As-R&paipv=0&eav=AfbQLeKDUH9f85URMNuVptWLxpt1jjjYF36yjYb6z17gai2ZR68gh-3aerXZfdNAAsE,72,5
2,https://mbasic.facebook.com/groups/internlens/permalink/1707428509714335/?refid=18&_ft_=encrypted_tracking_data.0AY-gqtva-aEhqClifGncDAGzAbJ5Z0UfusuBb-smX6ymbJgEjciXRkkbtEVKJfzxx8gIDOBqR2DVMdwQ0tOZiv4c9XycD5q5GdPpfKz_q8UJTxvNytCzswdZR7tsMJJBxmX-YiWjMca2yHKww3rB_oswHekSYNNcQ_IW5KZxu5lzXZMqZBdqIEnctaR5jqd8QM09-di5KM4gzHEBf5xDLlxZBoUnYaw_PX8PqkBXNbNIaz3aMxtyVEysdwSCH59z56D4yU7On9PajF2YTXD_t1f8erJZPjoLQAfyM21PzVGCAOPRuz2fVYBn1D1PJgTTKwpp59rkAkzaB5DY-8keI26fm45-63bzplgjaHGbOam4vB6BjxKpaYx2klP9XUdwkw4uvn7TvzSz8_eiesFoDP76SNg5EqAjcs1SmdXk7Y6cDTH9y7smM_6brr50WMxWYnV8c-sLGKuUwRoETdoKGIVksFaEWH015iVI51lQ_Gr1U3PdD3sQXVqPjpFk9xLKz0_fnejUrQklBd3u-cilXLxFL-vvuDsAU2Qtk3l6YDylBAWvCrXYTfBQwWUoedZRqZKV0PIeswf3383dC7aDEg1_jXVJVfjFDysxHmr7LKzbvjz9NuAyNyvnPUsGZb_twp3XGNsfzqnXy6LgLWqHo-5E53syueNNRI-Et7-LKomNkSeUF-7ZcZ_5QljNL1PwSKewRy5qsbtYCPC6aWr72CAqA2wETNzEm1wLjq6EqOQ46Xd41kx5te61zp7ZpetqPzBj3gu3WtyPZ05qxQyIupuYPW_SqvKS8McERCVP6861rdYl62dgmgGJpxNmlfImD6EleG0imeRMxDUVtwwCGSvziUYC19SvVtXh4cPhJj89U1sLlBm9HLdKWtPThPsqkFA-qHBSPiKIjPcvwTg10Ct1e-3nMc6co5A3DjPcC8-eAhNZC2bqP9BKVdbzOf4npkn9W8nNY-iiOgX1py1Lr9bOeG38w_epofWX0UQPsLprgiSO2sA8kc_K8GA2R_WV0fsX0vlpU3drlbpR3Y3o_88dF_3EG0BWL4u6TTevZ3H0IMiqTJCMutql7qfHhOVSjbx7nTuGvVNw4_l2d4fpKmlBHY3WIYkB1sqdje_ZFqR8D2H-egsCY9FBCTS1dvQzVaXRk8pzhFr1VAJmRq0&__tn__=%2As-R&paipv=0&eav=AfYthdDOH5100MzYY6FepKA2YJLusd_PjZSoi8QbmG_lwTFSaO4OApoErsHifKgbtv4,13,7
3,https://mbasic.facebook.com/groups/internlens/permalink/1707963026327550/?refid=18&_ft_=encrypted_tracking_data.0AY9cqvEe83j7jVIlqCh73VJleyUOsRHtizrwiVZBLxzfwskHnFKkKkIIxMtEPdS_RWhE2rdTsSaVcOhG0UF8ZBRkDkq4i_h6SeNc8eqcVTktRGAuEFOQzNDy5_0mEzCNFCNWaOAiCsH1l4ERaZ47tS-_bjUlR9zm109J74RiUJN5r_iuG_HZ0JqKG3HtQnfbL372rqYRGW_YSSeX4hndFJlKWeTPgye6MjHUYgCZRRyqMHjnunpdrmo3Qa9GCLans9kMZTPX2JZoXNJlX-M2Q4LqjYzrv5XxSYtC9E9T1LIX69gsf8QQygH5uE7CT04JVHA7aLpT6aTqsSZ33zH75kcro5kZiSnZedaFzF6Y358V1qICpyde3lX9cgU2Wkt9T7ZbR9fS7RS6kCThXYVkelTaCN15QhsdGDUC0xEyaV2tUwpSWdRpxbfz_19tjgaRKgbVFafr01f7l0WOFv4Dyo0SC3EWCs238-to31dOxmp6d7b_2elDtrUN8hlo3DcY-p1pQoa2WG4q7XF04dsJEhxIUM-SfnD6iZoGLgHsQ4KwcctfuN9G75VVm9LMMXGtUoRRRSJNdB7_Lrf-sgxRnhD_icMpqSYBurQ4XYF2qRcpx3fs9hpVE_vvXdN6LeLJZ825eiyIeV5fQzhBpsAjKL3E9_7nSFVOxvXrCQHu96BkbFXHaMfeTWZfuC8C1ku5ZcLn7hUm4ygh16nUJ3HqBifBcjcp-0ZkrrmlVi1eBvHV43UMp5HVBwjw9Mo-fiIlTnFJDgkiE7oWNQbdl6uhfXHk2A4ShkaefXWHtEw_dLUHgfUcvV7jtEPbKwLgeQxt040L5YW1sXnO0l0VtC-HB4yzQ_RpnMyYRKmgYUb4sWwnKjgL77nex9tk_T0gEMP8cexfAKMNOaNkCMXsjOMjZ0gOJpPvZKScNv-wW1fAfuPt0rIZMsPLSLNckKk4id6KLYtknORmQ0CJHxWiG7RzoBRm0C0PeLbBhTCy5h9b8RZSxJJ-tQQz2ocptvwGUfASmMER1YWEhoymcxvLCSr-ACAYPlxTnADcwopee3IaNbghd4ySDvmcBNQDziTBGIO7T_qqVms_z353GHE0ael_Ziq_Hq242vh8riLr4A&__tn__=%2As-R&paipv=0&eav=AfbM0gbjHS-uLJVAqcD-HX6_oCwfGp2CrdxVfMK3_eRVVA4EHF3JJ5NsGtz9_5ZsWSM,1,0
4,https://mbasic.facebook.com/groups/internlens/permalink/1707948352995684/?refid=18&_ft_=encrypted_tracking_data.0AY-lBrFxzB7D9tJqRvn_TxMtwCiLeSfq0Qoci3k2WSQ19JGxRjRVyrN8fkPJmSgb_3xMdroiceyjagP3ZGEtg_z9cNCJFlLEoaDxcWnzvAup_SbKUXaiTRDkXdYtJ2XUcAfLpFspx8BokHk_fojS57NB4kf--oG16WxOZpP8WP-Vc8KjFvuKEO5Zxwd7kNkhVU_v1FjrUTmx9SEsp2CZVSI_i1HRAGih1e5Cjqyljljr9hD9d4jfO6yPK4tQTtjFCf8wzpFJ_JmC2nSimVWJ7nH8R1LSRlMtjfeZ8RvRe__wBFyk7eZKWBVEg2tE7CBuQksXJ_2b_kbn6sKH3dkDIqNW9ae43lRMKBcjn-BUffVdFvi8EewqtkUREM7n-L0go8w6GfoWnsX5sNazhZf2T6V5W-hGIlb2PQqt8yetTDHc-bNJ13-60aXhq7hvpsyI5EmkgnRgtdmEeahOUS9SWFhXQZ5bQ20oKdfQxMhKbsSRineNZy8akxRlMEgLMTIOK087thbERuYj4GrRjJ7IjHuJCGmb_RyS22gWKjr3QHbKUwjRHzSH2rBH35wQhZPenN7mwssveNu85nFEreetPx6bSyTZbncTaPV3Tn9C2LhQXrBwUW4Qh-On-hlfrRZfXtdT8Dr17Bf211aRwgKt886w02a0fLqBDkBPlvCg3-_o1NcrwuSb0OBa5f_XqQTpqtiMY-RQckzrXlpDZKHPo2ZtfDcSRmyTVYXnpd7BHMhJ2-Fgbr2HDIcST03tgDfqD-HP5O1Su7u1_PzbRQ8kzn1oucWoEJF-Jrw63mGK7nUVrwCmbyj_LB8ynWAW26h-aC5ILxvjo8JWB7S5qO2KVj5dDoE984w_gKcUZ3Sng-y03QD6UlzCkMc_0HpzBAxju8D6uZNXGXPUHl7nuLwzgIqWEZkWLvgDbTH6xNccoI81fggu37XGWcVoiybJClUBqliuQwT1uu9uhawUsy4sxNZOBMBf1z3mQWX02mOVE6DjLKQuxmeRM2R_gvzrAaNhS_jTx5B5XuDHeBK8jg4LrA2bNdSIvNgIHx1i7YGoWAbCGO2mPnzqvSTL9GboDq4rNF9Hh9Z4gcJWgRpwAe4tElyMLoxTQ16HBb-vGNFPEBej5Va7LD-BaK58wyV8On-XPHOzvLeR4xZlWrxOGcRL90JHXmC-mnXdte-sHsspXXjouxzyvNkXZz35DRvU84eMW-R1AjAdxHRuu2ar0cu4SBN3yYSyMhw7e5GFq3EEjYsNtPmT67F9MVtDYjwpyHDf2GbAIH3Jos4QbHSRIlnqFJEnFqg-jTezfUlEw7m1yJ-ugrVPbC87ynclpRm0vSPiiJFaBM1Flrr7jfQSssQ54kkDwtA_eqd1S-0p1R1Ndxp8YfrAvSNZ3akuAolLgEOymgQPt74Pddr0tJi8c_yW43-mOvPKU_lE5TdgkT2RWyXPfSDhztRzBFJ_6gQaGxtTJ3kD3afFfv6qS-ma2PJ9-pIL_GDjv-8BXnxlbHcXDWba5_NocWhCMz3p777TedH0vuoSFpjuQFgBV8bic7OjeLTvJY8d_k8lsYdgumUZJCjSWSsgxhxF2scwnXr8Kq0L7V6CPUPPjDe8KgKfAfOeofXNQORnDp3i2ObT1sgyqKEhhwfLoicVR7CfSZaShW_0xoseouOwTQr_W_gwcj6073gG3yXff-iA2IdR0tcvl9HXqHYx7w9bWJtlx3VmCGtwMYRcbdHbbm23JS5jQpOOvu_mY6A9qJclMiaDDpiOLF8lVJvVoEOSy8YwxU8qy9cV4lf6Jxtx3Q6r3okpwT8vXossAIHOfthRQAD9MubGHCFdcI-dBTDE7MHa4TUqb64CtDJcqdoEYFKXWGRIGG5Ch4FD3ugo0zCgMIiBLjfJEUmb-XwCTiBVXv5MVnAnh0ERtRPSP_x9gY4aa9fqZJ68YZEVBgeBWuxQChNTodBAyvo1HPyo7Rqxl6nUrrnylxFGf3lRmSYDuLm_FUTuXI-ayVjBgweJG19AMGMDoFHKXgj2Bbzs5qGbtqz_RrwpzUpX57XiDmVCx8v7Hmofm4MSo5YqrBcQhIXLgfu9vyC3_kgG2bj0lMP5XAUF4G9AVkuvgvrVVw_nKc2mFhnknUK2BKlTo_Z5nf1juz9XRQ4&__tn__=%2As-R&paipv=0&eav=AfbNDq4lht-yZWj5iI0f3DK6M9K5AQ-clDpUVGmb4TyVJZoQ9bmUeC7u5i-dVFL5BZs,9,0
5,https://mbasic.facebook.com/groups/internlens/permalink/1687998211657365/?refid=18&_ft_=encrypted_tracking_data.0AY_9ybj9FmJ8-TPbmcXQZj-qvqMDqEfL-ZwGOvg47aInBx57Nf42DBJU6KZyZcZe1r8vUJbD5U7hjZeux_2ph1Hhtqh6rJCbGwk3GCPRb37zAjoXvcv-Fuf27l-YH-RiE5tADPpyDVQFzfNMXAkJ15JWwRfTJN69RcVv-akXOidZu5pv25nZ7PsNVpOEXEry8FN4tHhuuv4-xDv9igcP3teyeYtMRsqAXVwwUSw0NKESnbOqhyiL-coBqft0-9bT5isNEebR3I3QmKPRMGRztm3kNuANY5FwGSGgxHy7aGeJmSMy9PwO6NXeay-6X_uSt8Ffae5vlRuF5OhfTB8VPDQj_x0mMuK6p5eReo6v1WUnFSZa94AYFFn1SevdqSOXQmNBt2e5lD89blBd8HDlBUFiBaWXpxuIwYrnr9rk82-F4Qy1EJ4s_nr8odilpN2yIS9Cg5hO7kj390aMj2DobSIPJ6NnDAZkoU-xfjPf3yNBjTVLBSYIWNacAqY84GpFzcfg4lkzFBDHCb2k5gBIXA05UrpIWho5eN_F-gi1FSIl3-osk1vuhHHF4TtB63a7WLTVAY6qp2RtqCfJzbNTMSZqOxiqDKMKJnt1KT79_KGFTpoaVpbnc0HoLzvBZyLHKs5tbTk5WtZET_e4smozqUTV67lgR0NVKT3Hzp3jVGljYoKK-hZT4G5A9oV6Hh8TvS2fkXDO09nAeWgn5A6BJilA_JuKBV9YbdUNMhk0AJB4bQTDg8BDOdpfoXoj4XkV-B1G0f-l3WRfoIHXSVTq9jwCLGN2KYgSU2cmCDfBCiJ3wxiCch_l2gmBPHB2HFGd8kTeSzd7iJasntpQHEwtM9weRqaWz5ULwa11BA_UU25Pns_LonSx2pZWLEAx4OgZTKsaplZIXB-XFXI7mCFATds_gt335vbbU7EfCv4l6K3D38WZZ-PXTydzIkQSOsqenTZLsNlIoaJL4K1Vk2SMynrQqXN4MA&__tn__=%2As-R&paipv=0&eav=AfYD3U32etkv1oBq3ac7oSr-eD1GHHNeP4TL7rbCnjcynni2PRz55D_jl3XWc-Ukibs,69,8
6,https://mbasic.facebook.com/groups/internlens/permalink/1706964473094072/?refid=18&_ft_=encrypted_tracking_data.0AY-mQcHomvpUNM310OJEX6NdaNM_PIGredG79sZpdH-St0XF88yi7un6gzXuwrahiIlhkE4OW2o8tI9D-7ztGR2Oxfz7bznIiQ0OeVW6jxTYnvQ3i68oar8KCL9sQROIod6rwcGlyC4Qc7R2xih2ipa2O8X9REhdXtEZl5zvYLy4fwD25lYu6WEMrIfK28sZT6M7QZyY34dr9auzxlIQI-P1ztgrKPKtcsm5gwhJS7jqoB6SYA_J1jLBVI-UYzZuK4lI9LiYSRZNju28NvEv8k0tcQ7IQ98p8VXrJ8QJYMnO_exk4bSBvUigx1WBsyR_bcraSPhZBTYet1K9Rgk25YVepIGp5tnngB2x5VirCRrfoJFurV1Ii3ulcxYNU0Hkx8BPV1FiUlUOceD6PbsB2ttjDRN6xUuwDgcpxXfQp6BYKMRCrYS1zX7d0LTrcv77ydgzAqFDoR2ix2Ina2RIvI0cTUhITihMIzqWIncdT5UL_fSzfNfO1QI7snAdC3iMWwrR0Wcr4k0niyhvfWcXLzn2DjCnKbUAghPJWCWY0M_0aGklNqB9Uui8dKqm-9_EA9kKP1T8shFLa1BKwJ4phUgd3ViX11ZqHWrSJvCXrbg22lNvgUOhI-O19BoANzvpfTsATTkWhWgpvVH-FDzSQEeJ6z185LsaR8OoRTQram-vhiDv4jvNTE_kTU_RYWKqV-99GsVt3L1Aqi3aSqWaQ1IbEoV697yqtdNvh3iYbl_D_5AJt76lPR58SHCy1yV6wUbnOhc9nsELO13Ml3ic0Y94Uj9r8MyZJpLCEp1_c4NAtDtjAryX7bVcLs1U6kJuSZZbpoTZ9nMM1rJtkErdUOuBn9q9WGNW3lh2EccmuAkPuewnbu_I_pXKgUyql3KWp3rHa4jfBgxAgAxKgfCAk29erZFB2nCNDCNYfECFlhjp4LqX2wK6LCzEAwBNgNlOCnJR61SMOY-rbztbsA6SEdZ6XfGGwwLCIwi8L6wz47lmDp9ZgJClHjo82kT3z6hxeCL5ZaDa_4Lkk3-SPqIDg1olcikqhmGIjTrSd38rS7ktHlJqUBIo0v0l-EpHffK1qBtJ-2TU7PjNasqAxpA&__tn__=%2As-R&paipv=0&eav=AfatZDXv1zFS35p389M0Zougx7dJDkFJ8RAOmtru7nMfX6AFVKOeha3-F95Y89ojWDc,267,27
7,https://mbasic.facebook.com/groups/internlens/permalink/1707366589720527/?refid=18&_ft_=encrypted_tracking_data.0AY8l9jadU-rIZidIdUpWHppI2YsNS5ozckp_dwT0ushzr5Mnx8Q8GuMwnyGliz1XTGR2THdUYo64oCtH_UGjxQ-GN3Sgu8l_a3X8FuTqkFuZdrbBqU5FhIKl5oIbOR9OS8xRojXNocxo8IXsiq2dBaGSSEnhw8dGl3j5YNVw9SQT4pvWMR5KCINXIwc3Pao1I3pPOHbTFnvaOvzv9yG_dVGWK2JiKx6ebXI5yqQv8C4n6QJVasijJYMqQFeLDpKTrdMAcWn9PdDOgoc8_UlrsskDQ1DNBX5KBGy0oCUvk5rhvyd0Z5wZRMHQK81Tt0M9fieMbK7iwH67o7GZvqyrOIaXxi-0TbSI9uVMMVgf3L3GGiwtc_4ZL-iaw82wn9pKD2fk-mYe7KnydOaEx3HMwrXMs1a46YFbdFx5MCVMiLcJPmuN1Vpk1Vd5JgV0JrF9siiZnBN0rJjYA4ulOOeRxdqt10egBR6u_ioVSsgqwkGv8-MtJVxVkgIPGaG9FdcMuuL7OixmbeUamEEWXzuxSOwXdYvVwF99HsFXA8uCJNMDu0MLEbjA_WGoRQGHwWjvLI_JR7oiRVjK0pw_f7Nm5Zg_SH6Lk6rz9rZxAyuUI8EGuD8eGlHZPmDATvClhk06xRANiTOL0DnTuBREm5Ih94L_SmCjnBtdfio0qrAHf7LtVMq9hCRxIF3UohV3j3A7_jwhgGoYD7R2WzdvOR7OGp6W13OhFj03xPWkCAoye1SSMlNeXA42PqryTcY_yEDtkMHYpcD3AatYDb-bGQhwosAswD6XfXzcPKZVmbRd4PnoQ8NBcPDbWXXISB8f1RY6P-gyjMoXaNYC5_HHTUm3gR1OrQtRlzItj8Urseo0bXwjYeEnWUa37v-m5Yc8Uue-muNyVpgSqB6MY7COhSs-B98wjn91_pHJSzbC8UzPWJkB811jxsYlU945v-BWYpF1GAc1r4C6vo5JEYNb5UiI_rFjKc9f1mE2xDXnypLDvf5Y22cqc6szL3resmGPxsRfWzBbyWV_ZSiAg4ynONp4lPotsaqoVSpPgWEiudx87qLb0XnowClvmArhJyO9OiIZQ4kMJT3af1g&__tn__=%2As-R&paipv=0&eav=AfZgPk2gNjkWDQwl9k4ZcOjKFkOunr5D_Dq8EZfvZvOlRnqovQWS2avOt45O9DJ4ZgI,4,1
8,https://mbasic.facebook.com/groups/internlens/permalink/1701695193621000/?refid=18&_ft_=encrypted_tracking_data.0AY-LoZRQ6QREYYNFLbR32oaAbLLEPPQSmVgy9xdEHSbi7jyhcM2uTqi-yBZzen1P2vyMWBFcUSynYwZyHyoyFVrdolK_P42CBVaS87Z7THwx2-CRN7CJVwN9ViuZalTwXAyHjjVg0KY0trQuvcPo8GkYWUOf9x6sbSgPuxfh8K0sITwHDFE3wl8CWNW9sxFT-oliqlZF3rAASJ9XqASLCk807P3D2TyrLerQLPS-Jy4kggGCpo2_4MOsMs9kjW84_aNM8-DgUAawdxOTzCZGwEfmk7VvmJI13rpTNEmG0zosdxtpT6ntdg7cpSbaB2-EDoWqhz9pOBXTF9NXiDpphVluRdHEHoDnWbV_JA41USpzMraSohGev-kplBmGmMAPUh5J-RiXE0GAfDQCaeKhFUjlDXnmCK4Eve0mDwiZKUKoylKvIm-uNtrMLemQXiSSr-IJKARXiRTwBaB1saJokclggRF63Om0326knigxRbuSFuv9io9W9BYxYT_9OiBvWrxps026vcum-279vuxDXPZPS3HyCrBejBDw29inqOU35suzuQwZ_XSho4RtKaSwuVh3TMwqsIlBrcvZbCbEKNuuYScBNU0J5w_wHo_Wsm8k799hgscbLAC_0oU2HacPfQanLt8cIfsRJ-PhxVqXDWsyPWP-HqZAau3ghrqtMIZcxXHG267Ns6Vu0PIGg_Ww2EGsbGHKykRi8bNPc6WF3ZX-4fy1AOOVgRoubECITXyhreN4mAN4BpED_uTXUP5kiVYzvOQ5oS-GasX3A_rSOacIoSkLunVQGGR_7qEOTYAIcraAzPcSUrRi5VuaNkg9dRkG4gJ49oijXqCTZarhQeHTQsEd_C5Ly8T0pAB1s8tHhS-YT_Aog9zSJO11xgO5psSiVvgBCjleO6NSHdv1yKwgLqn56PnbILuLuQ0VVyrp-FZY4qw8o__BmsZR999GqmK716YX4usUK-Zl_FH72MilAXYqPsEPP1mI6ey3cPzXukYTSA-mrK8hJQ3NYitvfO__ThEyDjsiIRMmN2kZ6pLZzPX670owoR4jKSjWTiLHKQsW9JfX57f8TTE8JQ_e_f7OTzIXDit0UJaj9r6beYzNHjAteoF1O2cAsw&__tn__=%2As-R&paipv=0&eav=AfZfXxl9i801D8ATNoZhmCCGw2k6oZ82MqN4Yod6bWC1Jt2376aFhMdB0qkWPcQluu8,51,3
9,https://mbasic.facebook.com/groups/internlens/permalink/1679105585879961/?refid=18&_ft_=encrypted_tracking_data.0AY_G46PP_R9J2wo5LvJnY294jsXuOpCSeBjSfm21aRebRNrFziENy8yR89Ow1ciReh1bZFLQC5P96L8RsqID2mAnvRyHbse08FXbsx22NXdnDk0Prcj8xJLxDQIYAvLvxCOTabkmtDTd4jfZpRl2gSAHoZHN3QF75Iwh120Gg7yChwscq_riITdgdZA7DRJYUnB6CT9GtCjLBwdqSi4DhGNdynw83_iut3xHBIhyq7Jizgifzjov3HDcc9YXV9_cRKXZse8zF-0C_KBjfDVh5TAXYxd4WXW08r2Eu3OYB1KRtE0R-89kOMFpL9dHb8iXFXxAQ-7xTNX51_mhEJSpr6TB2-JMPpb4gtN9zDtCqtCIgThDn8MZaNllu0FWFUHVl7y9i9yIGOX9faq_aj0PNXVIilaNKGygHnRpu0K4BlqPbfbQSdHFdEYDgM_zpuXfl2WotB3fkMMwEXet8DT1xwiFx-k5B1dRtXF37pnnWqTziwWnF4gZyq4Oa461xmqEYg1gtdRhpBub--cLVtII7RWgzlA-wsiTqYxAeHxXC6QRxTHv35qBodh210u27Fe9YtYjsx-7FaLGAZa9qYHhBFtj0RM9-b-tXiNdb-a8jmwOd1F01-XeXAbXtSxamXfKsfDhvjvvX6jhEJp4E3gr0eEb8BctP_3d4Nvnur7ZU7-aUGRJZ6yiugz57LjueUzQo1GC6plNWvzraQ-OG_-AJQakcC2ybcuqxlfnDYg669LnFEYVdCvZho4YdGsRKn4tzzSBLyYb2sTAK5Pj1JP26i_mHjQ5-30h2RIKyVe-UPapt1hl-52xBFTfArqhc1trqN-6kDKW10ZSQ0WTfke6DLxhq9wmQEIsaTMlHhq_3iOrRe61XaDxdOvjnGY1d3qwwEaIuXJ0krdkXKJ8y9oAEyLWxVAz0F3JidesGAo_UAkQk_CK2TRMEb5Xsfz2-4zTCrX22dhB3VR_Bsq1ECItMf3z2V6a9SZ1kAYJDJhZxfKtvMAbST2XZEvAQcXI6hdXZ5mVFeLBasbfZ6nAkOW_dXcFU9CfEzByepLMNdgm1WdrlQXpDyt-H23GzyoDeC_Zud3hQRGDy09dMJEiYeuwbOoQqUVL96kXS1Ho6p4i8R0NnFOkW_fcTHFSG8Fs5Owerb-ZCfbCLamYmFEEE3Qv2l39axseAyzDjRfPfTpk3a2KOodPz92SV58JqXQYxcFU927Cfm-xvd2sHft9lw&__tn__=%2As-R&paipv=0&eav=AfbYwTsAZoNpWXa8Oy9KzPjBp7OmfOf0CMZWE5FI1s4DCoQLA6awmsQzZUDyrkPth34,213,22
